site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
PITN 19OCT20 2019.8001 58776 2076 0  -42.8    772  0.849652   -564218  0.093296    67  0.965593  0.0080 0.001670 0.001348 0.005674  0.154323  0.158577 -0.091782  -5.1024792918  -42.7930299364    67.96559
PITN 19OCT21 2019.8029 58777 2076 1  -42.8    772  0.858529   -564218  0.101921    67  0.957413  0.0080 0.002813 0.002469 0.010658  0.252566  0.028754 -0.131470  -5.1024792138  -42.7930298564    67.95741
PITN 19OCT22 2019.8056 58778 2076 2  -42.8    772  0.852969   -564218  0.094018    67  0.968244  0.0080 0.001653 0.001332 0.005494  0.173476  0.159972 -0.098619  -5.1024792853  -42.7930299065    67.96824
PITN 19OCT23 2019.8084 58779 2076 3  -42.8    772  0.851585   -564218  0.097053    67  0.979230  0.0080 0.001723 0.001363 0.005920  0.189447  0.165642 -0.034494  -5.1024792578  -42.7930299190    67.97923
PITN 19OCT24 2019.8111 58780 2076 4  -42.8    772  0.852957   -564218  0.094395    67  0.976524  0.0080 0.001644 0.001329 0.005630  0.176078  0.156955 -0.107963  -5.1024792819  -42.7930299066    67.97652
PITN 19OCT25 2019.8138 58781 2076 5  -42.8    772  0.854044   -564218  0.096505    67  0.969056  0.0080 0.001702 0.001344 0.005793  0.147151  0.168641 -0.076912  -5.1024792628  -42.7930298968    67.96906
PITN 19OCT26 2019.8166 58782 2076 6  -42.8    772  0.854929   -564218  0.097428    67  0.993378  0.0080 0.001732 0.001424 0.006239  0.209049  0.245569 -0.079559  -5.1024792544  -42.7930298888    67.99338
PITN 19OCT27 2019.8193 58783 2077 0  -42.8    772  0.852910   -564218  0.094622    67  0.978144  0.0080 0.001669 0.001362 0.005661  0.166395  0.186817 -0.096989  -5.1024792798  -42.7930299070    67.97814
PITN 19OCT28 2019.8220 58784 2077 1  -42.8    772  0.853131   -564218  0.091327    67  0.986692  0.0080 0.001658 0.001323 0.005595  0.197077  0.183069 -0.088057  -5.1024793096  -42.7930299050    67.98669
PITN 19OCT29 2019.8248 58785 2077 2  -42.8    772  0.853298   -564218  0.093558    67  0.977149  0.0080 0.001728 0.001304 0.005743  0.142865  0.169401 -0.047565  -5.1024792894  -42.7930299035    67.97715
PITN 19OCT30 2019.8275 58786 2077 3  -42.8    772  0.852922   -564218  0.095005    67  0.980024  0.0080 0.001645 0.001324 0.005695  0.160466  0.226416 -0.067928  -5.1024792764  -42.7930299069    67.98002
PITN 19OCT31 2019.8303 58787 2077 4  -42.8    772  0.851545   -564218  0.093187    67  0.970535  0.0080 0.001643 0.001326 0.005555  0.200643  0.159722 -0.054492  -5.1024792928  -42.7930299194    67.97054
PITN 19NOV01 2019.8330 58788 2077 5  -42.8    772  0.849513   -564218  0.096228    67  0.959749  0.0080 0.001629 0.001375 0.005757  0.168136  0.180819 -0.114497  -5.1024792653  -42.7930299377    67.95975
PITN 19NOV02 2019.8357 58789 2077 6  -42.8    772  0.850114   -564218  0.097194    67  0.974972  0.0080 0.001611 0.001311 0.005484  0.182378  0.156967 -0.053154  -5.1024792565  -42.7930299323    67.97497
PITN 19NOV03 2019.8385 58790 2078 0  -42.8    772  0.850838   -564218  0.095115    67  0.982718  0.0080 0.001691 0.001328 0.005721  0.179805  0.118081 -0.056344  -5.1024792753  -42.7930299257    67.98272
PITN 19NOV04 2019.8412 58791 2078 1  -42.8    772  0.853165   -564218  0.097575    67  0.954316  0.0080 0.001757 0.001415 0.006225  0.137743  0.206069 -0.071937  -5.1024792531  -42.7930299047    67.95432
PITN 19NOV05 2019.8439 58792 2078 2  -42.8    772  0.850186   -564218  0.097285    67  0.967479  0.0080 0.001610 0.001311 0.005569  0.189428  0.163565 -0.091335  -5.1024792557  -42.7930299316    67.96748
PITN 19NOV06 2019.8467 58793 2078 3  -42.8    772  0.850732   -564218  0.094943    67  0.977153  0.0080 0.001668 0.001334 0.005630  0.167864  0.121622 -0.067614  -5.1024792769  -42.7930299267    67.97715
PITN 19NOV07 2019.8494 58794 2078 4  -42.8    772  0.854243   -564218  0.094748    67  0.974240  0.0080 0.001667 0.001319 0.005712  0.159395  0.192947 -0.077900  -5.1024792787  -42.7930298950    67.97424
PITN 19NOV08 2019.8522 58795 2078 5  -42.8    772  0.854969   -564218  0.099227    67  0.973619  0.0080 0.001677 0.001335 0.005732  0.168173  0.202468 -0.103789  -5.1024792382  -42.7930298885    67.97362
PITN 19NOV09 2019.8549 58796 2078 6  -42.8    772  0.851010   -564218  0.098030    67  0.946308  0.0080 0.001736 0.001358 0.005920  0.178640  0.201582 -0.070862  -5.1024792490  -42.7930299242    67.94631
PITN 19NOV10 2019.8576 58797 2079 0  -42.8    772  0.853112   -564218  0.097801    67  0.969696  0.0080 0.001680 0.001312 0.005610  0.180568  0.088753 -0.069246  -5.1024792511  -42.7930299052    67.96970
PITN 19NOV11 2019.8604 58798 2079 1  -42.8    772  0.851266   -564218  0.097079    67  0.972371  0.0080 0.001696 0.001328 0.005591  0.167600  0.134393 -0.099285  -5.1024792576  -42.7930299219    67.97237
PITN 19NOV12 2019.8631 58799 2079 2  -42.8    772  0.849766   -564218  0.096882    67  0.973563  0.0080 0.001643 0.001324 0.005632  0.120460  0.111764 -0.087939  -5.1024792594  -42.7930299354    67.97356
PITN 19NOV13 2019.8658 58800 2079 3  -42.8    772  0.854613   -564218  0.094798    67  0.985113  0.0080 0.001514 0.001309 0.005411  0.027275 -0.030832 -0.041248  -5.1024792782  -42.7930298917    67.98511
PITN 19NOV14 2019.8686 58801 2079 4  -42.8    772  0.851989   -564218  0.098889    67  0.981743  0.0080 0.000772 0.000690 0.002952  0.015335  0.046069 -0.027550  -5.1024792412  -42.7930299153    67.98174
PITN 19NOV15 2019.8713 58802 2079 5  -42.8    772  0.852120   -564218  0.098551    67  0.980126  0.0080 0.000770 0.000684 0.002923  0.018741  0.070658 -0.035785  -5.1024792443  -42.7930299142    67.98013
PITN 19NOV16 2019.8741 58803 2079 6  -42.8    772  0.852238   -564218  0.098471    67  0.988187  0.0080 0.000762 0.000692 0.002937  0.008465  0.027139 -0.064333  -5.1024792450  -42.7930299131    67.98819
PITN 19NOV17 2019.8768 58804 2080 0  -42.8    772  0.852396   -564218  0.098435    67  0.984828  0.0080 0.000821 0.000694 0.002955  0.034406  0.001299 -0.047051  -5.1024792453  -42.7930299117    67.98483
PITN 19NOV18 2019.8795 58805 2080 1  -42.8    772  0.853824   -564218  0.099115    67  0.979052  0.0080 0.000798 0.000700 0.003081  0.016342  0.012728  0.019615  -5.1024792392  -42.7930298988    67.97905
PITN 19NOV19 2019.8823 58806 2080 2  -42.8    772  0.856468   -564218  0.100750    67  0.985362  0.0080 0.000805 0.000713 0.003091  0.019056  0.059838 -0.029925  -5.1024792244  -42.7930298750    67.98536
PITN 19NOV20 2019.8850 58807 2080 3  -42.8    772  0.854856   -564218  0.098928    67  0.981443  0.0080 0.000784 0.000697 0.002957 -0.015597 -0.008771 -0.037303  -5.1024792409  -42.7930298895    67.98144
PITN 19NOV21 2019.8877 58808 2080 4  -42.8    772  0.854281   -564218  0.098944    67  0.977280  0.0080 0.000780 0.000714 0.003062 -0.014778  0.015280 -0.018309  -5.1024792407  -42.7930298947    67.97728
PITN 19NOV22 2019.8905 58809 2080 5  -42.8    772  0.854653   -564218  0.097880    67  0.995867  0.0080 0.000810 0.000712 0.003101  0.019474  0.022958 -0.047561  -5.1024792503  -42.7930298913    67.99587
PITN 19NOV23 2019.8932 58810 2080 6  -42.8    772  0.853214   -564218  0.096463    67  0.978566  0.0080 0.000762 0.000677 0.002911  0.014938  0.047573 -0.038968  -5.1024792632  -42.7930299043    67.97857
PITN 19NOV24 2019.8960 58811 2081 0  -42.8    772  0.853509   -564218  0.097174    67  0.980616  0.0080 0.000756 0.000666 0.002842  0.009398  0.050031 -0.044654  -5.1024792567  -42.7930299016    67.98062
PITN 19NOV25 2019.8987 58812 2081 1  -42.8    772  0.854489   -564218  0.098765    67  0.968055  0.0080 0.000757 0.000681 0.002889  0.008298  0.031229 -0.030859  -5.1024792423  -42.7930298928    67.96806
PITN 19NOV26 2019.9014 58813 2081 2  -42.8    772  0.853988   -564218  0.095652    67  0.972670  0.0080 0.000780 0.000696 0.002955  0.022650  0.091022 -0.036043  -5.1024792705  -42.7930298973    67.97267
PITN 19NOV27 2019.9042 58814 2081 3  -42.8    772  0.853858   -564218  0.098624    67  0.984817  0.0080 0.000767 0.000682 0.002884  0.004617  0.010657 -0.076327  -5.1024792436  -42.7930298985    67.98482
PITN 19NOV28 2019.9069 58815 2081 4  -42.8    772  0.852266   -564218  0.097234    67  0.983961  0.0080 0.000753 0.000672 0.002817  0.024590  0.014411 -0.076552  -5.1024792562  -42.7930299129    67.98396
PITN 19NOV29 2019.9097 58816 2081 5  -42.8    772  0.854836   -564218  0.098934    67  0.986436  0.0080 0.000757 0.000673 0.002873 -0.003304  0.061974 -0.049132  -5.1024792408  -42.7930298897    67.98644
PITN 19NOV30 2019.9124 58817 2081 6  -42.8    772  0.853093   -564218  0.101024    67  0.986232  0.0080 0.000753 0.000673 0.002872  0.014788  0.053192 -0.017317  -5.1024792219  -42.7930299054    67.98623
PITN 19DEC01 2019.9151 58818 2082 0  -42.8    772  0.852829   -564218  0.098195    67  0.981301  0.0080 0.000769 0.000696 0.002972  0.041780  0.029527 -0.032480  -5.1024792475  -42.7930299078    67.98130
PITN 19DEC02 2019.9179 58819 2082 1  -42.8    772  0.854208   -564218  0.096745    67  0.985375  0.0080 0.000757 0.000675 0.002866  0.013638  0.041272 -0.072296  -5.1024792606  -42.7930298953    67.98537
PITN 19DEC03 2019.9206 58820 2082 2  -42.8    772  0.854414   -564218  0.096812    67  0.980234  0.0080 0.000762 0.000676 0.002860  0.025662  0.045577 -0.073017  -5.1024792600  -42.7930298935    67.98023
PITN 19DEC04 2019.9233 58821 2082 3  -42.8    772  0.854052   -564218  0.096556    67  0.987988  0.0080 0.000801 0.000705 0.003089  0.004992  0.059272 -0.018897  -5.1024792623  -42.7930298967    67.98799
PITN 19DEC05 2019.9261 58822 2082 4  -42.8    772  0.851277   -564218  0.098414    67  0.982867  0.0080 0.000779 0.000691 0.002982  0.005028 -0.000802 -0.020026  -5.1024792455  -42.7930299218    67.98287
PITN 19DEC06 2019.9288 58823 2082 5  -42.8    772  0.851582   -564218  0.098835    67  0.984930  0.0080 0.000760 0.000673 0.002839  0.022470  0.054560 -0.050532  -5.1024792417  -42.7930299190    67.98493
PITN 19DEC07 2019.9316 58824 2082 6  -42.8    772  0.852515   -564218  0.095319    67  0.984138  0.0080 0.000758 0.000673 0.002856  0.019670  0.024024 -0.051930  -5.1024792735  -42.7930299106    67.98414
PITN 19DEC08 2019.9343 58825 2083 0  -42.8    772  0.852026   -564218  0.097508    67  0.987055  0.0080 0.000754 0.000669 0.002844  0.012425  0.019506 -0.030772  -5.1024792537  -42.7930299150    67.98705
PITN 19DEC09 2019.9370 58826 2083 1  -42.8    772  0.850393   -564218  0.096952    67  0.985238  0.0080 0.000799 0.000713 0.003046  0.038049  0.060938 -0.085757  -5.1024792587  -42.7930299297    67.98524
PITN 19DEC10 2019.9398 58827 2083 2  -42.8    772  0.852629   -564218  0.097362    67  0.978165  0.0080 0.000755 0.000675 0.002861  0.006418  0.049268 -0.048289  -5.1024792550  -42.7930299096    67.97816
PITN 19DEC11 2019.9425 58828 2083 3  -42.8    772  0.854567   -564218  0.097094    67  0.987765  0.0080 0.000761 0.000678 0.002876 -0.000684  0.056728 -0.069210  -5.1024792575  -42.7930298921    67.98776
PITN 19DEC12 2019.9452 58829 2083 4  -42.8    772  0.855090   -564218  0.098415    67  0.984302  0.0080 0.000760 0.000683 0.002865  0.029175  0.062974 -0.041694  -5.1024792455  -42.7930298874    67.98430
PITN 19DEC13 2019.9480 58830 2083 5  -42.8    772  0.854273   -564218  0.100098    67  0.991300  0.0080 0.000773 0.000690 0.002980  0.015211  0.088844 -0.035533  -5.1024792303  -42.7930298947    67.99130
PITN 19DEC14 2019.9507 58831 2083 6  -42.8    772  0.856888   -564218  0.099085    67  0.977674  0.0080 0.000793 0.000707 0.003020  0.033903  0.081719 -0.047025  -5.1024792395  -42.7930298712    67.97767
PITN 19DEC15 2019.9535 58832 2084 0  -42.8    772  0.855185   -564218  0.097230    67  0.981221  0.0080 0.000771 0.000693 0.002948  0.038649  0.034617 -0.067128  -5.1024792562  -42.7930298865    67.98122
PITN 19DEC16 2019.9562 58833 2084 1  -42.8    772  0.854573   -564218  0.099382    67  0.999278  0.0080 0.000810 0.000714 0.003083  0.001765 -0.040255 -0.034658  -5.1024792368  -42.7930298920    67.99928
PITN 19DEC17 2019.9589 58834 2084 2  -42.8    772  0.851027   -564218  0.098417    67  0.988318  0.0080 0.000756 0.000678 0.002889 -0.012256  0.022447 -0.056142  -5.1024792455  -42.7930299240    67.98832
PITN 19DEC18 2019.9617 58835 2084 3  -42.8    772  0.849894   -564218  0.098928    67  0.980236  0.0080 0.000788 0.000699 0.002964  0.056040 -0.000141 -0.075690  -5.1024792409  -42.7930299342    67.98024
PITN 19DEC19 2019.9644 58836 2084 4  -42.8    772  0.849729   -564218  0.096667    67  0.984875  0.0080 0.000789 0.000702 0.003007  0.018198  0.005887 -0.083215  -5.1024792613  -42.7930299357    67.98488
PITN 19DEC20 2019.9671 58837 2084 5  -42.8    772  0.850224   -564218  0.097773    67  0.984617  0.0080 0.000785 0.000691 0.002931  0.002092  0.056416 -0.076108  -5.1024792513  -42.7930299313    67.98462
PITN 19DEC21 2019.9699 58838 2084 6  -42.8    772  0.852990   -564218  0.095891    67  0.985258  0.0080 0.000766 0.000677 0.002875  0.012785  0.012396 -0.049168  -5.1024792683  -42.7930299063    67.98526
PITN 19DEC22 2019.9726 58839 2085 0  -42.8    772  0.852834   -564218  0.097540    67  0.984524  0.0080 0.000769 0.000670 0.002885  0.008627  0.011966 -0.053326  -5.1024792534  -42.7930299077    67.98452
PITN 19DEC23 2019.9754 58840 2085 1  -42.8    772  0.851514   -564218  0.096785    67  0.993438  0.0080 0.000766 0.000682 0.002909  0.026028  0.042970 -0.091279  -5.1024792602  -42.7930299196    67.99344
PITN 19DEC24 2019.9781 58841 2085 2  -42.8    772  0.850407   -564218  0.100027    67  0.988674  0.0080 0.000760 0.000670 0.002839  0.028124  0.047025 -0.065452  -5.1024792309  -42.7930299296    67.98867
PITN 19DEC25 2019.9808 58842 2085 3  -42.8    772  0.852361   -564218  0.098232    67  0.987354  0.0080 0.000757 0.000670 0.002847  0.041108  0.031870 -0.069670  -5.1024792472  -42.7930299120    67.98735
PITN 19DEC26 2019.9836 58843 2085 4  -42.8    772  0.851040   -564218  0.100139    67  0.985916  0.0080 0.000766 0.000671 0.002889  0.026100  0.044044 -0.050665  -5.1024792299  -42.7930299239    67.98592
PITN 19DEC27 2019.9863 58844 2085 5  -42.8    772  0.852021   -564218  0.101443    67  0.986201  0.0080 0.000803 0.000700 0.003077  0.037464  0.043529 -0.045068  -5.1024792181  -42.7930299151    67.98620
PITN 19DEC28 2019.9890 58845 2085 6  -42.8    772  0.852552   -564218  0.099695    67  0.982833  0.0080 0.000758 0.000666 0.002830  0.008134  0.031631 -0.036264  -5.1024792339  -42.7930299103    67.98283
PITN 19DEC29 2019.9918 58846 2086 0  -42.8    772  0.852930   -564218  0.101084    67  0.987619  0.0080 0.000756 0.000674 0.002877  0.026736  0.060015 -0.082128  -5.1024792214  -42.7930299069    67.98762
PITN 19DEC30 2019.9945 58847 2086 1  -42.8    772  0.851775   -564218  0.100800    67  0.994644  0.0080 0.000766 0.000681 0.002907  0.007834  0.032624 -0.065449  -5.1024792239  -42.7930299173    67.99464
PITN 19DEC31 2019.9973 58848 2086 2  -42.8    772  0.851286   -564218  0.098000    67  0.988495  0.0080 0.000760 0.000666 0.002844  0.016019  0.065647 -0.026769  -5.1024792493  -42.7930299217    67.98850
PITN 20JAN01 2020.0000 58849 2086 3  -42.8    772  0.853759   -564218  0.097641    67  0.988896  0.0080 0.000778 0.000677 0.002988  0.009189 -0.004120 -0.038067  -5.1024792525  -42.7930298994    67.98890
PITN 20JAN02 2020.0027 58850 2086 4  -42.8    772  0.851148   -564218  0.098149    67  0.987939  0.0080 0.000787 0.000681 0.002904 -0.006905  0.040666 -0.061065  -5.1024792479  -42.7930299229    67.98794
PITN 20JAN03 2020.0055 58851 2086 5  -42.8    772  0.851617   -564218  0.096970    67  0.988271  0.0080 0.000793 0.000683 0.002960  0.028023  0.069327 -0.071031  -5.1024792586  -42.7930299187    67.98827
PITN 20JAN04 2020.0082 58852 2086 6  -42.8    772  0.849702   -564218  0.100564    67  0.983394  0.0080 0.000785 0.000682 0.002921 -0.002236  0.015445 -0.089396  -5.1024792261  -42.7930299360    67.98339
PITN 20JAN05 2020.0110 58853 2087 0  -42.8    772  0.851878   -564218  0.099690    67  0.982130  0.0080 0.000767 0.000692 0.002974  0.038282  0.066369 -0.104418  -5.1024792340  -42.7930299164    67.98213
PITN 20JAN06 2020.0137 58854 2087 1  -42.8    772  0.849010   -564218  0.101915    67  0.983251  0.0080 0.000767 0.000696 0.002981  0.042238  0.063192 -0.079314  -5.1024792139  -42.7930299422    67.98325
PITN 20JAN07 2020.0164 58855 2087 2  -42.8    772  0.853517   -564218  0.099126    67  0.983329  0.0080 0.000807 0.000729 0.003193  0.004390  0.018226 -0.039510  -5.1024792391  -42.7930299016    67.98333
PITN 20JAN08 2020.0192 58856 2087 3  -42.8    772  0.852395   -564218  0.098160    67  0.981914  0.0080 0.000775 0.000680 0.002912  0.016443  0.060381 -0.060869  -5.1024792478  -42.7930299117    67.98191
PITN 20JAN09 2020.0219 58857 2087 4  -42.8    772  0.849981   -564218  0.098205    67  0.972259  0.0080 0.000827 0.000743 0.003232  0.007821  0.042145 -0.064052  -5.1024792474  -42.7930299335    67.97226
PITN 20JAN10 2020.0246 58858 2087 5  -42.8    772  0.851860   -564218  0.100904    67  0.988454  0.0080 0.000814 0.000731 0.003124  0.050303  0.028517 -0.096965  -5.1024792230  -42.7930299165    67.98845
PITN 20JAN11 2020.0274 58859 2087 6  -42.8    772  0.851410   -564218  0.101189    67  0.984961  0.0080 0.000791 0.000699 0.003016  0.019137  0.069385 -0.016039  -5.1024792204  -42.7930299206    67.98496
PITN 20JAN12 2020.0301 58860 2088 0  -42.8    772  0.854514   -564218  0.103298    67  0.979450  0.0080 0.000814 0.000735 0.003196  0.086983  0.081529 -0.024485  -5.1024792014  -42.7930298926    67.97945
PITN 20JAN13 2020.0329 58861 2088 1  -42.8    772  0.850394   -564218  0.102704    67  0.983786  0.0080 0.000752 0.000692 0.002912  0.031062  0.043082 -0.133464  -5.1024792067  -42.7930299297    67.98379
PITN 20JAN14 2020.0356 58862 2088 2  -42.8    772  0.853327   -564218  0.099060    67  0.985424  0.0080 0.000752 0.000682 0.002904  0.025881  0.063586 -0.070763  -5.1024792397  -42.7930299033    67.98542
PITN 20JAN15 2020.0383 58863 2088 3  -42.8    772  0.850461   -564218  0.099579    67  0.983722  0.0080 0.000796 0.000706 0.003049  0.001799  0.050355 -0.007987  -5.1024792350  -42.7930299291    67.98372
PITN 20JAN16 2020.0411 58864 2088 4  -42.8    772  0.853205   -564218  0.100496    67  0.980519  0.0080 0.000789 0.000688 0.002958 -0.001137  0.021849 -0.065069  -5.1024792267  -42.7930299044    67.98052
PITN 20JAN17 2020.0438 58865 2088 5  -42.8    772  0.851885   -564218  0.099556    67  0.983866  0.0080 0.000785 0.000688 0.002954  0.010137  0.004914 -0.062006  -5.1024792352  -42.7930299163    67.98387
PITN 20JAN18 2020.0465 58866 2088 6  -42.8    772  0.850516   -564218  0.100220    67  0.977842  0.0080 0.000763 0.000678 0.002897  0.024826  0.025862 -0.069545  -5.1024792292  -42.7930299286    67.97784
PITN 20JAN19 2020.0493 58867 2089 0  -42.8    772  0.854544   -564218  0.100068    67  0.983618  0.0080 0.000769 0.000687 0.002974 -0.001823  0.073248 -0.052277  -5.1024792306  -42.7930298923    67.98362
PITN 20JAN20 2020.0520 58868 2089 1  -42.8    772  0.853375   -564218  0.100662    67  0.986652  0.0080 0.000749 0.000663 0.002835 -0.023444  0.043028 -0.018158  -5.1024792252  -42.7930299028    67.98665
PITN 20JAN21 2020.0548 58869 2089 2  -42.8    772  0.853436   -564218  0.100220    67  0.989407  0.0080 0.000756 0.000677 0.002914 -0.003001  0.078442 -0.043385  -5.1024792292  -42.7930299023    67.98941
PITN 20JAN22 2020.0575 58870 2089 3  -42.8    772  0.852008   -564218  0.101767    67  0.987592  0.0080 0.000761 0.000679 0.002907 -0.011365  0.066737 -0.021819  -5.1024792152  -42.7930299152    67.98759
PITN 20JAN23 2020.0602 58871 2089 4  -42.8    772  0.852389   -564218  0.100918    67  0.978317  0.0080 0.000744 0.000669 0.002833  0.000634  0.043535 -0.076552  -5.1024792229  -42.7930299117    67.97832
PITN 20JAN24 2020.0630 58872 2089 5  -42.8    772  0.852444   -564218  0.101050    67  0.983514  0.0080 0.000751 0.000664 0.002870 -0.013789  0.091801 -0.081180  -5.1024792217  -42.7930299112    67.98351
PITN 20JAN25 2020.0657 58873 2089 6  -42.8    772  0.853243   -564218  0.099580    67  0.983255  0.0080 0.000739 0.000655 0.002797  0.015839  0.087062 -0.064377  -5.1024792350  -42.7930299040    67.98325
PITN 20JAN26 2020.0684 58874 2090 0  -42.8    772  0.854268   -564218  0.096602    67  0.987771  0.0080 0.000800 0.000689 0.003030 -0.014489  0.049261 -0.008969  -5.1024792619  -42.7930298948    67.98777
PITN 20JAN27 2020.0712 58875 2090 1  -42.8    772  0.853189   -564218  0.098713    67  0.972412  0.0080 0.000769 0.000685 0.002939  0.007470  0.063188 -0.038447  -5.1024792428  -42.7930299045    67.97241
PITN 20JAN28 2020.0739 58876 2090 2  -42.8    772  0.850661   -564218  0.098578    67  0.979763  0.0080 0.000780 0.000702 0.003055 -0.007986  0.052330 -0.038934  -5.1024792440  -42.7930299273    67.97976
PITN 20JAN29 2020.0767 58877 2090 3  -42.8    772  0.852449   -564218  0.098419    67  0.982284  0.0080 0.000752 0.000663 0.002855 -0.009714  0.056099 -0.043710  -5.1024792455  -42.7930299112    67.98228
PITN 20JAN30 2020.0794 58878 2090 4  -42.8    772  0.853062   -564218  0.097921    67  1.002063  0.0080 0.000799 0.000727 0.003088  0.023665  0.048450 -0.033712  -5.1024792500  -42.7930299057    68.00206
PITN 20JAN31 2020.0821 58879 2090 5  -42.8    772  0.848795   -564218  0.097163    67  0.982974  0.0080 0.000797 0.000710 0.003044 -0.008006  0.056713 -0.044798  -5.1024792568  -42.7930299442    67.98297
PITN 20FEB01 2020.0849 58880 2090 6  -42.8    772  0.852538   -564218  0.100417    67  0.974337  0.0080 0.000739 0.000652 0.002762 -0.001005  0.087981 -0.035340  -5.1024792274  -42.7930299104    67.97434
PITN 20FEB02 2020.0876 58881 2091 0  -42.8    772  0.855959   -564218  0.102406    67  0.985325  0.0080 0.000764 0.000695 0.002978  0.034845  0.098428 -0.051422  -5.1024792094  -42.7930298795    67.98533
PITN 20FEB03 2020.0903 58882 2091 1  -42.8    772  0.853379   -564218  0.099195    67  0.985147  0.0080 0.000777 0.000687 0.002984 -0.018760  0.080201 -0.031338  -5.1024792385  -42.7930299028    67.98515
PITN 20FEB04 2020.0931 58883 2091 2  -42.8    772  0.851964   -564218  0.098995    67  0.986405  0.0080 0.000781 0.000691 0.002976  0.028042  0.052984 -0.043363  -5.1024792403  -42.7930299156    67.98641
PITN 20FEB05 2020.0958 58884 2091 3  -42.8    772  0.853981   -564218  0.098642    67  0.988847  0.0080 0.000761 0.000671 0.002936 -0.019468  0.097976 -0.022179  -5.1024792435  -42.7930298974    67.98885
PITN 20FEB06 2020.0986 58885 2091 4  -42.8    772  0.852522   -564218  0.100258    67  0.977449  0.0080 0.000753 0.000677 0.002874 -0.021900  0.070786 -0.052928  -5.1024792288  -42.7930299105    67.97745
PITN 20FEB07 2020.1013 58886 2091 5  -42.8    772  0.852517   -564218  0.098793    67  0.983089  0.0080 0.000752 0.000681 0.002903 -0.004291  0.082887 -0.046981  -5.1024792421  -42.7930299106    67.98309
PITN 20FEB08 2020.1040 58887 2091 6  -42.8    772  0.854929   -564218  0.098790    67  0.978081  0.0080 0.000755 0.000662 0.002835 -0.023513  0.057203 -0.015366  -5.1024792421  -42.7930298888    67.97808
PITN 20FEB09 2020.1068 58888 2092 0  -42.8    772  0.850144   -564218  0.100484    67  0.981205  0.0080 0.000768 0.000676 0.002894 -0.002003  0.047846 -0.033235  -5.1024792268  -42.7930299320    67.98120
PITN 20FEB10 2020.1095 58889 2092 1  -42.8    772  0.854737   -564218  0.098929    67  0.977110  0.0080 0.000790 0.000694 0.003001  0.009155  0.030369 -0.062584  -5.1024792409  -42.7930298906    67.97711
PITN 20FEB11 2020.1123 58890 2092 2  -42.8    772  0.854151   -564218  0.099728    67  0.976524  0.0080 0.000804 0.000695 0.003006  0.002200  0.048196 -0.073364  -5.1024792336  -42.7930298958    67.97652
PITN 20FEB12 2020.1150 58891 2092 3  -42.8    772  0.854352   -564218  0.097199    67  0.990990  0.0080 0.000780 0.000687 0.002974  0.024850  0.046431 -0.020438  -5.1024792565  -42.7930298940    67.99099
PITN 20FEB13 2020.1177 58892 2092 4  -42.8    772  0.854874   -564218  0.100607    67  0.972362  0.0080 0.000802 0.000694 0.002995  0.024272  0.061007 -0.071046  -5.1024792257  -42.7930298893    67.97236
PITN 20FEB14 2020.1205 58893 2092 5  -42.8    772  0.855751   -564218  0.100574    67  0.981852  0.0080 0.000829 0.000699 0.003081 -0.002565  0.029716 -0.041047  -5.1024792260  -42.7930298814    67.98185
PITN 20FEB15 2020.1232 58894 2092 6  -42.8    772  0.849191   -564218  0.100069    67  0.981086  0.0080 0.000819 0.000694 0.003063  0.013607  0.025827  0.001726  -5.1024792306  -42.7930299406    67.98109
PITN 20FEB16 2020.1259 58895 2093 0  -42.8    772  0.853845   -564218  0.098428    67  0.974485  0.0080 0.000776 0.000672 0.002868  0.040908  0.044306 -0.053759  -5.1024792454  -42.7930298986    67.97449
PITN 20FEB17 2020.1287 58896 2093 1  -42.8    772  0.853339   -564218  0.098647    67  0.979392  0.0080 0.000789 0.000689 0.003005  0.018848  0.019983 -0.019695  -5.1024792434  -42.7930299032    67.97939
PITN 20FEB18 2020.1314 58897 2093 2  -42.8    772  0.851200   -564218  0.099347    67  0.983274  0.0080 0.000803 0.000714 0.003051 -0.015336  0.000507 -0.029403  -5.1024792371  -42.7930299225    67.98327
PITN 20FEB19 2020.1342 58898 2093 3  -42.8    772  0.853034   -564218  0.102092    67  0.975093  0.0080 0.000795 0.000696 0.002992 -0.003144  0.023886 -0.039953  -5.1024792123  -42.7930299059    67.97509
PITN 20FEB20 2020.1369 58899 2093 4  -42.8    772  0.851754   -564218  0.099140    67  0.985662  0.0080 0.000782 0.000695 0.002970  0.007788  0.091649 -0.034604  -5.1024792390  -42.7930299175    67.98566
PITN 20FEB21 2020.1396 58900 2093 5  -42.8    772  0.854441   -564218  0.102090    67  0.978610  0.0080 0.000783 0.000691 0.002984 -0.021684  0.053229 -0.043418  -5.1024792123  -42.7930298932    67.97861
PITN 20FEB22 2020.1424 58901 2093 6  -42.8    772  0.852089   -564218  0.102660    67  0.974727  0.0080 0.000790 0.000683 0.002976  0.017687  0.058391 -0.040493  -5.1024792071  -42.7930299144    67.97473
